,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 21R,Ontario,CA,28017.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 21R,Reseda,CA,26658.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 21R,San Bernardino,CA,30116.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 21R,Anaheim,CA,25872.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 21R,Ontario,CA,28017.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 16R (San Diego),Reseda,CA,26658.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 16R (San Diego),San Bernardino,CA,30116.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 16R (San Diego),Anaheim,CA,25872.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 16R (San Diego),Ontario,CA,28017.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 10,Reseda,CA,26658.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 10,San Bernardino,CA,30116.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 10,Anaheim,CA,25872.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 10,Ontario,CA,28017.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 8R (Alameda),Reseda,CA,26658.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 8R (Alameda),San Bernardino,CA,30116.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 8R (Alameda),Anaheim,CA,25872.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 8R (Alameda),Ontario,CA,28017.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 5R (San Francisco),Reseda,CA,26658.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 5R (San Francisco),San Bernardino,CA,30116.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 5R (San Francisco),Anaheim,CA,25872.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CA,Region 5R (San Francisco),Ontario,CA,28017.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CO,Region 4,Aurora,CO,27402.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,CO,Region 4 ,Aurora,CO,27402.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,MO,Eastern (St. Louis City and County),Springfield,MO,25923.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,OR,Region 4,Portland,OR,27177.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,VA,Region 5,Newport News,VA,23730.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,VA,Region 5,Vienna,VA,28204.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,WA,Region 2,Bremerton,WA,25662.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,WA,Region 2,Vancouver,WA,25617.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,WA,Region 2,Bremerton,WA,25662.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,WA,Region 2,Vancouver,WA,25617.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,WA,Region 2,Bremerton,WA,25662.0
2450,2237500,everest college,NV,890148810,Proprietary,3,10394.0,13034,0,0,0,97,23555.0,29050,WA,Region 2,Vancouver,WA,25617.0
2452,697700,great basin college,NV,898013348,Public,13,34671.0,38236,0,0,0,92,36138.0,34417,NV,Capital District,Elko,NV,12845.0
2457,4114300,nevada state college,NV,890029455,Public,26,90453.0,90453,0,0,0,168,74624.0,74263,NV,Capital District,Henderson,NV,16547.0
2459,919200,sierra nevada college,NV,894510000,Private/Non-Profit,80,66919.0,109984,0,0,0,32,27701.0,36934,NV,Clark - Region 1,Incline Village,NV,44600.0
2460,2107700,truckee meadows community college,NV,895123999,Public,44,207416.0,167153,0,0,0,306,229001.0,278757,NV,Capital District,Reno,NV,12067.0
2461,256900,university of nevada - las vegas,NV,891541001,Public,311,853037.0,1013929,93,0,394848,1125,573667.0,790917,NV,Capital District,Las Vegas,NV,17478.0
2462,256800,"university of nevada , reno",NV,895570002,Public,212,434708.0,475626,387,0,822000,193,253731.0,338308,NV,Rural/Frontier,Reno,NV,21398.0
2463,1036300,western nevada college,NV,897037399,Public,27,74654.0,81304,0,0,0,148,75396.0,109086,NV,Rural/Frontier,Carson City,NV,13184.0
2465,266600,adelphi university,NY,115304299,Private/Non-Profit,448,815567.0,784275,275,0,750437,283,281624.0,580687,NY,Region A,Garden City,NY,41559.0
2467,2171900,ailey school (the),NY,100194402,Private/Non-Profit,12,17102.0,21195,0,0,0,13,11780.0,20069,NY,Region C,New York,NY,33155.0
2468,288500,albany college of pharmacy and health sciences,NY,122083492,Private/Non-Profit,186,178215.0,142364,135,0,431836,152,76959.0,159500,NY,Region A,Albany,NY,40718.0
2471,266800,alfred university,NY,148021205,Private/Non-Profit,708,237995.0,683050,595,0,530575,773,186195.0,248260,NY,Region A,Alfred,NY,38830.0
2472,746500,american academy of dramatic arts,NY,100167089,Private/Non-Profit,42,45286.0,56608,0,0,0,55,42880.0,53600,NY,Region C,New York,NY,49143.0
2473,757200,american musical & dramatic academy,NY,100232106,Private/Non-Profit,154,99886.0,133182,0,0,0,205,104914.0,139886,NY,Region A,New York,NY,44526.0
2476,2525600,art institute of new york city (the),NY,100181509,Proprietary,45,129456.0,109808,0,0,0,345,169193.0,268743,NY,Region B,New York,NY,31955.0
2478,2506000,associated beth rivkah schools,NY,112253096,Private/Non-Profit,26,89387.0,89445,0,0,0,55,19517.0,48342,NY,Region A,Brooklyn,NY,18138.0
2481,267100,bard college,NY,125045000,Private/Non-Profit,528,212320.0,479778,163,0,178950,228,168314.0,244904,NY,Region A,Annandale-On-Hudson,NY,60280.0
2482,270800,barnard college,NY,100276598,Private/Non-Profit,253,231434.0,324929,20,0,58025,122,173753.0,231670,NY,Region A,New York,NY,59581.0
2484,4192800,be'er yaakov talmudic seminary,NY,109771912,Private/Non-Profit,23,9165.0,13295,0,0,0,0,0.0,0,NY,Region C,Spring Valley,NY,17099.0
2485,3713300,beis medrash heichal dovid,NY,116914433,Private/Non-Profit,11,14687.0,21802,0,0,0,5,9758.0,8756,NY,Region C,Far Rockaway,NY,16000.0
2487,739400,berkeley college,NY,100174604,Proprietary,206,520947.0,863850,0,0,0,2647,459195.0,656158,NJ,Metropolitan,Woodland Park,NJ,34369.0
2487,739400,berkeley college,NY,100174604,Proprietary,206,520947.0,863850,0,0,0,2647,459195.0,656158,NY,Region A,New York,NY,36229.0
2490,283600,binghamton university,NY,139026000,Public,417,457834.0,532685,450,0,831771,483,199506.0,308000,NY,Region B,Vestal,NY,21966.0
2491,1302900,boricua college,NY,100321599,Private/Non-Profit,96,212565.0,156559,0,0,0,165,89531.0,131151,NY,Region A,New York,NY,26225.0
2492,2106800,bramson ort college,NY,113754239,Private/Non-Profit,43,57973.0,59643,0,0,0,95,80662.0,80662,NY,Region A,Forest Hills,NY,18696.0
2493,2075700,briarcliffe college,NY,117143545,Proprietary,59,90848.0,138487,0,0,0,246,72464.0,83400,NY,Region C,Bohemia,NY,22104.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Albany,NY,21093.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Getzville,NY,20973.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Liverpool,NY,20548.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Syracuse,NY,22390.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Buffalo,NY,21458.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Rochester,NY,21309.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Orchard Park,NY,21450.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Rochester,NY,21475.0
2496,267800,bryant & stratton college,NY,142031713,Proprietary,505,960044.0,926227,0,0,0,6603,1306550.0,2047171,NY,Region A,Orchard Park,NY,17894.0
2497,268100,canisius college,NY,142081098,Private/Non-Profit,429,460909.0,741477,362,0,489642,453,411819.0,549092,NY,Region A,Buffalo,NY,42796.0
2500,268500,cazenovia college,NY,130351085,Private/Non-Profit,215,80993.0,197597,0,0,0,337,131234.0,131350,NY,Region A,Cazenovia,NY,41576.0
2501,477600,central yeshiva tomchei tmimim lubavitz,NY,112302798,Private/Non-Profit,44,154044.0,135075,0,0,0,270,73693.0,149606,NY,Region A,Brooklyn,NY,23043.0
2503,2125500,circle in the square theatre school,NY,100196795,Private/Non-Profit,4,3856.0,5613,0,0,0,5,7213.0,5016,NY,Region A,New York,NY,38575.0
2504,269900,clarkson university,NY,136991403,Private/Non-Profit,580,364096.0,450969,550,0,1415440,695,309614.0,387018,NY,Region C,Potsdam,NY,54772.0
2506,270100,colgate university,NY,133461386,Private/Non-Profit,419,271059.0,543408,122,0,334084,68,270925.0,361233,NY,Region C,Hamilton,NY,57745.0
2507,270300,college of mount saint vincent,NY,104711093,Private/Non-Profit,105,132945.0,132945,36,0,39250,145,128905.0,128405,NY,Region B,Bronx,NY,37738.0
2508,270400,college of new rochelle (the),NY,108052339,Private/Non-Profit,197,344569.0,585755,274,0,630874,245,301653.0,286570,NY,Region A,New Rochelle,NY,43273.0
2509,270500,college of saint rose,NY,122031490,Private/Non-Profit,483,349534.0,410594,112,0,275764,267,151482.0,255592,NY,Region A,Syracuse,NY,15993.0
2509,270500,college of saint rose,NY,122031490,Private/Non-Profit,483,349534.0,410594,112,0,275764,267,151482.0,255592,NY,Region A,Albany,NY,40267.0
2510,520800,college of westchester (the),NY,106061231,Proprietary,39,175468.0,168892,0,0,0,562,178939.0,302615,NY,Region A,White Plains,NY,32487.0
2512,270700,columbia university in the city of new york,NY,100270000,Private/Non-Profit,2221,6195596.0,6483195,2241,0,8100123,1008,1117284.0,3298467,NY,Region A,New York,NY,61540.0
2513,270900,concordia college,NY,107081998,Private/Non-Profit,51,47989.0,65297,0,0,0,17,38273.0,49333,NY,Region A,Bronxville,NY,36593.0
2514,271000,cooper union for the advancement of science & art (the),NY,100037120,Private/Non-Profit,47,42000.0,39767,4,0,16000,31,55000.0,71985,NY,Region A,New York,NY,56735.0
2515,271100,cornell university,NY,148532801,Private/Non-Profit,2769,4074986.0,4905525,2632,0,9473262,1404,1665461.0,3578944,NY,Region A,Ithaca,NY,59572.0
2518,730400,culinary institute of america,NY,125381499,Private/Non-Profit,555,213815.0,695951,146,0,381750,122,232163.0,296887,NY,Region A,Hyde Park,NY,40694.0
2520,280800,daemen college,NY,142263592,Private/Non-Profit,333,200344.0,499610,173,0,271950,117,95063.0,95000,NY,Region C,Amherst,NY,32649.0
2522,2169100,davis college,NY,137902712,Private/Non-Profit,10,11055.0,14637,0,0,0,48,10596.0,12528,NY,Region A,Johnson City,NY,21593.0
2522,2169100,davis college,NY,137902712,Private/Non-Profit,10,11055.0,14637,0,0,0,48,10596.0,12528,OH,Boards 18 and 47,Toledo,OH,29961.0
2523,271300,dominican college of blauvelt,NY,109621210,Private/Non-Profit,236,122632.0,228781,15,0,50571,210,152155.0,200873,NY,Region A,Orangeburg,NY,35825.0
2524,266700,dowling college,NY,117691999,Private/Non-Profit,159,510718.0,289849,73,0,305750,536,115367.0,238897,NY,Region A,Oakdale,NY,39399.0
2525,286400,dutchess community college,NY,126011595,Public,121,114573.0,143113,4,0,7000,364,108594.0,149133,NY,Region A,Poughkeepsie,NY,10654.0
2526,271200,d'youville college,NY,142011084,Private/Non-Profit,252,247008.0,283835,343,0,352530,39,101599.0,101599,NY,Region A,Buffalo,NY,32741.0
2529,271800,elmira college,NY,149012099,Private/Non-Profit,314,143779.0,360440,169,0,589900,68,106235.0,132793,NY,Region A,Elmira,NY,50608.0
2530,1068400,erie community college,NY,142032698,Public,132,267297.0,133286,0,0,0,1106,300398.0,367222,NY,Region A,Buffalo,NY,10056.0
2531,481100,everest institute,NY,146213007,Proprietary,34,67701.0,78519,0,0,0,293,92205.0,113076,NY,Region B,Rochester,NY,23703.0
2531,481100,everest institute,NY,146213007,Proprietary,34,67701.0,78519,0,0,0,293,92205.0,113076,PA,"Regions 19, 26, 28, and 42",Pittsburgh,PA,23298.0
2533,286600,fashion institute of technology,NY,100015992,Public,220,211694.0,311673,247,0,357175,318,247831.0,287800,NY,Region A,New York,NY,16428.0
2535,1256100,five towns college,NY,117465871,Proprietary,74,60250.0,70959,0,0,0,207,45611.0,60328,NY,Region A,Dix Hills,NY,31557.0
2536,272200,fordham university,NY,104585157,Private/Non-Profit,910,1740772.0,2367584,442,0,1320075,693,752782.0,983859,NY,Region C,Bronx,NY,56604.0
2539,678200,genesee community college,NY,140209704,Public,167,155638.0,144402,0,0,0,539,86663.0,78825,NY,Region A,Batavia,NY,11590.0
2541,2540800,globe institute of technology,NY,100184503,Proprietary,26,37866.0,48019,0,0,0,227,51011.0,68015,NY,Region A,New York,NY,25718.0
2544,272800,hamilton college,NY,133231218,Private/Non-Profit,428,223820.0,463530,64,0,169254,34,135651.0,180868,NY,Region B,Clinton,NY,57420.0
2545,272900,hartwick college,NY,138204020,Private/Non-Profit,653,235303.0,719961,210,0,556171,217,149073.0,198764,NY,Region A,Oneonta,NY,48699.0
2548,273500,hilbert college,NY,140751597,Private/Non-Profit,63,62367.0,86471,33,0,84100,62,69061.0,69061,NY,Region A,Hamburg,NY,25575.0
2549,273100,hobart and william smith colleges,NY,144563397,Private/Non-Profit,638,209571.0,549931,115,0,276900,237,232815.0,310420,NY,Region A,Geneva,NY,57699.0
2550,273200,hofstra university,NY,115491010,Private/Non-Profit,631,1182223.0,1065685,601,0,904363,861,475235.0,1094667,NY,Region A,Hempstead,NY,49626.0
2551,273400,houghton college,NY,147440128,Private/Non-Profit,520,188691.0,481607,176,0,425701,72,67401.0,89868,NY,Region A,Houghton,NY,38352.0
2552,286800,hudson valley community college,NY,121806096,Public,99,183315.0,129468,0,0,0,855,170475.0,203843,NY,Region A,Troy,NY,12832.0
2555,4144300,institute of culinary education,NY,100105205,Proprietary,0,0.0,0,0,0,0,70,52099.0,61577,NY,Region A,Brooklyn,NY,13172.0
2557,273700,iona college,NY,108011890,Private/Non-Profit,388,486838.0,470805,324,0,1067688,315,259837.0,381547,NY,Region A,New Rochelle,NY,44623.0
2559,273900,ithaca college,NY,148507000,Private/Non-Profit,992,577325.0,692792,1056,0,1734465,335,443489.0,668295,NY,Region A,Ithaca,NY,53521.0
2560,286900,jamestown community college,NY,147020020,Public,84,94273.0,114830,0,0,0,199,86539.0,82500,NY,Region A,Jamestown,NY,13481.0
2561,287000,jefferson community college,NY,136011897,Public,95,87583.0,112950,0,0,0,165,86699.0,77764,NY,Region A,Watertown,NY,10288.0
2565,274200,juilliard school (the),NY,100236588,Private/Non-Profit,247,154253.0,296616,38,0,167280,80,109530.0,149280,NY,Region A,New York,NY,53212.0
2566,1054900,kehilath yakov rabbinical seminary,NY,105621001,Private/Non-Profit,17,15000.0,14439,0,0,0,64,22191.0,34588,NY,Region A,Ossining,NY,11900.0
2567,274400,keuka college,NY,144780000,Private/Non-Profit,347,141444.0,370693,125,0,148700,178,128464.0,129200,NY,Region A,Keuka Park,NY,42008.0
2569,274800,le moyne college,NY,132141399,Private/Non-Profit,324,256127.0,368378,314,0,362106,106,137438.0,183251,NY,Region A,Syracuse,NY,42068.0
2570,746600,lim college,NY,100225268,Proprietary,65,113208.0,132016,0,0,0,154,77478.0,139764,NY,Region C,New York,NY,41111.0
2573,2093700,long island business institute,NY,117252997,Proprietary,26,58351.0,66954,0,0,0,180,74391.0,104200,NY,Region B,Flushing,NY,19536.0
2574,275100,long island university,NY,115481326,Private/Non-Profit,641,1670153.0,1417450,858,0,2046990,1905,1499322.0,2286142,NY,Region C,Brookville,NY,44701.0
2575,1302600,machzikei hadath rabbinical college,NY,112041805,Private/Non-Profit,0,0.0,0,0,0,0,13,12904.0,15330,NY,Region A,Brooklyn,NY,18525.0
2576,275800,manhattan college,NY,104714098,Private/Non-Profit,535,322656.0,727194,33,0,115500,97,148096.0,197461,NY,Region B,Riverdale,NY,44895.0
2579,275900,manhattan school of music,NY,100274689,Private/Non-Profit,78,107642.0,88404,47,0,65862,59,36881.0,91421,NY,Region A,New York,NY,53903.0
2580,276000,manhattanville college,NY,105772132,Private/Non-Profit,202,209977.0,200040,243,0,223935,132,145348.0,125000,NY,Region A,Purchase,NY,49907.0
2581,276300,maria college,NY,122081798,Private/Non-Profit,14,12678.0,17604,43,0,76500,39,31802.0,42640,NY,Region A,Buffalo,NY,22374.0
2582,276500,marist college,NY,126011387,Private/Non-Profit,984,337623.0,1147581,676,0,1158801,223,231069.0,288836,NY,Region A,Poughkeepsie,NY,45962.0
2583,276900,marymount manhattan college,NY,100214597,Private/Non-Profit,134,115663.0,255535,0,0,0,451,161802.0,215736,NY,Region A,New York,NY,45323.0
2584,277700,medaille college,NY,142142695,Private/Non-Profit,115,177781.0,106342,0,0,0,58,80179.0,124624,NY,Region A,Buffalo,NY,30598.0
2585,277200,mercy college,NY,105221189,Private/Non-Profit,216,642082.0,437005,0,0,0,648,406768.0,567288,NY,Region A,Dobbs Ferry,NY,26740.0
2586,933500,mesivta of eastern parkway rabbinical seminary,NY,112185559,Private/Non-Profit,21,69172.0,63260,0,0,0,16,16375.0,44882,NY,Region C,Brooklyn,NY,16625.0
2587,726400,mesivta torah vodaath rabbinical seminary,NY,112185209,Private/Non-Profit,17,108888.0,92250,0,0,0,45,59936.0,101905,NY,Region A,Brooklyn,NY,21283.0
2588,397400,mesivtha tifereth jerusalem of america,NY,100026382,Private/Non-Profit,20,30000.0,37018,0,0,0,20,23672.0,29566,NY,Region A,New York,NY,14400.0
2589,976900,metropolitan college of new york,NY,100131919,Private/Non-Profit,56,141381.0,166118,0,0,0,135,86481.0,86481,NY,Region B,New York,NY,28391.0
2589,976900,metropolitan college of new york,NY,100131919,Private/Non-Profit,56,141381.0,166118,0,0,0,135,86481.0,86481,NY,Region B,New York,NY,25150.0
2591,2219500,mildred elley,NY,122061513,Proprietary,92,200000.0,236093,0,0,0,786,175000.0,217160,NY,Region A,New York,NY,22863.0
2592,479800,mirrer yeshiva central institute,NY,112232010,Private/Non-Profit,24,126711.0,147243,0,0,0,40,65437.0,89515,NY,Region C,Brooklyn,NY,12587.0
2594,277500,molloy college,NY,115701100,Private/Non-Profit,190,453569.0,317701,232,0,421344,217,149772.0,333133,NY,Region A,Rockville Centre,NY,36702.0
2595,479900,monroe college,NY,104684305,Proprietary,321,899325.0,975467,0,0,0,960,490215.0,825844,NY,Region B,Bronx,NY,21039.0
2596,287200,monroe community college,NY,146235780,Public,227,332718.0,279947,0,0,0,413,300585.0,227989,NY,Region A,Rochester,NY,12121.0
2597,277800,mount saint mary college,NY,125503494,Private/Non-Profit,201,167464.0,223285,46,0,137000,137,114029.0,152039,NY,Region A,Newburgh,NY,38808.0
2599,287300,nassau community college,NY,115306793,Public,165,321006.0,299367,2,0,4000,1330,360306.0,573580,NY,Region A,Garden City,NY,11811.0
2604,2163400,new york career institute,NY,100072801,Proprietary,26,45000.0,59310,0,0,0,185,45000.0,59385,NY,Region A,New York,NY,19079.0
2606,2599400,new york college of health professions,NY,117914413,Private/Non-Profit,9,28380.0,37840,0,0,0,182,35070.0,46760,NY,Region A,Syosset,NY,38650.0
2608,3120700,new york conservatory for dramatic arts (the),NY,100114225,Proprietary,7,18870.0,23448,0,0,0,33,16886.0,27903,NY,Region A,New York,NY,51591.0
2610,278200,new york institute of technology,NY,115688000,Private/Non-Profit,398,804316.0,704191,484,0,1979565,389,284481.0,319981,NY,Region C,Old Westbury,NY,39014.0
2615,2069000,new york school of interior design,NY,100215110,Private/Non-Profit,18,33996.0,42564,0,0,0,51,33748.0,39664,NY,Region C,New York,NY,41178.0
2616,278500,new york university,NY,100121091,Private/Non-Profit,3614,5271375.0,7684076,5332,0,13421726,316,1648839.0,1681216,NY,Region A,New York,NY,60059.0
2617,287400,niagara county community college,NY,141329460,Public,81,129878.0,91195,0,0,0,262,115201.0,135201,NY,Region A,Auburn,NY,11746.0
2617,287400,niagara county community college,NY,141329460,Public,81,129878.0,91195,0,0,0,262,115201.0,135201,NY,Region A,Sanborn,NY,9451.0
2618,278800,niagara university,NY,141092010,Private/Non-Profit,373,753348.0,979999,614,0,698555,76,224167.0,224167,NY,Region A,Niagara University,NY,38829.0
2619,711100,north country community college,NY,129832046,Public,61,93086.0,92405,0,0,0,98,36970.0,40275,NY,Region B,Saranac Lake,NY,13533.0
2621,279000,nyack college,NY,109603698,Private/Non-Profit,156,185594.0,185429,41,0,147163,154,125261.0,110750,NY,Region A,Nyack,NY,34586.0
2622,1198400,ohr hameir theological seminary,NY,105660990,Private/Non-Profit,10,15064.0,13586,0,0,0,29,8253.0,16026,NY,Region C,Peekskill,NY,17600.0
2623,287500,onondaga community college,NY,132154585,Public,103,240365.0,254534,0,0,0,511,242150.0,353784,NY,Region C,Syracuse,NY,14775.0
2624,287600,orange county community college,NY,109406441,Public,62,95719.0,84594,8,0,27440,304,97536.0,129781,NY,Region C,Middletown,NY,10197.0
2626,279100,pace university,NY,100381598,Private/Non-Profit,537,938654.0,1129250,1041,0,1906752,814,668970.0,756750,NY,Region A,New York,NY,50625.0
2627,279500,paul smith's college of arts & sciences,NY,129700000,Private/Non-Profit,308,86322.0,310158,69,0,70300,83,61354.0,81805,NY,Region A,Paul Smiths,NY,38860.0
2631,279800,pratt institute,NY,112053899,Private/Non-Profit,411,522295.0,519798,522,0,1313559,288,257190.0,250855,NY,Region A,Brooklyn,NY,54582.0
2634,1094300,rabbinical college beth shraga,NY,109523033,Private/Non-Profit,13,24541.0,18379,0,0,0,10,14279.0,30715,NY,Region A,Monsey,NY,18750.0
2635,861400,rabbinical college bobover yeshiva bnei zion,NY,112193293,Private/Non-Profit,16,25000.0,20668,0,0,0,55,26326.0,43435,NY,Region A,Brooklyn,NY,13955.0
2636,397700,rabbinical college ch'san sofer of new york,NY,112041252,Private/Non-Profit,8,47892.0,46000,0,0,0,22,29222.0,50419,NY,Region A,Brooklyn,NY,13100.0
2638,3129200,rabbinical college of ohr shimon yisroel,NY,112118102,Private/Non-Profit,2,5735.0,4736,0,0,0,100,6446.0,10005,NY,Region A,Brooklyn,NY,15971.0
2642,397800,rabbinical seminary of america,NY,113673148,Private/Non-Profit,28,41215.0,46529,0,0,0,48,15980.0,19282,NY,Region A,New York,NY,32130.0
2642,397800,rabbinical seminary of america,NY,113673148,Private/Non-Profit,28,41215.0,46529,0,0,0,48,15980.0,19282,NY,Region A,Flushing,NY,17300.0
2643,280300,rensselaer polytechnic institute,NY,121803590,Private/Non-Profit,603,613363.0,810398,2121,0,5227970,448,827484.0,1110731,NY,Region A,Troy,NY,59470.0
2644,280500,roberts wesleyan college,NY,146241997,Private/Non-Profit,282,207918.0,295630,296,0,375200,197,96809.0,185600,NY,Region A,Rochester,NY,38826.0
2645,280600,rochester institute of technology,NY,146235608,Private/Non-Profit,2409,1096211.0,3975853,2754,0,7696259,1554,711260.0,900329,NY,Region A,Rochester,NY,45772.0
2646,287700,rockland community college,NY,109013611,Public,57,178528.0,164458,0,0,0,233,122593.0,106200,NY,Region B,Suffern,NY,13302.0
2647,281000,sage colleges,NY,121804199,Private/Non-Profit,506,265922.0,809037,74,0,136975,135,177675.0,234900,NY,Region C,Troy,NY,40437.0
2648,282000,saint francis college,NY,112014398,Private/Non-Profit,136,144734.0,192978,38,0,97100,200,138493.0,177288,NY,Region A,Brooklyn Heights,NY,24739.0
2649,282100,saint john fisher college,NY,146183597,Private/Non-Profit,613,411083.0,580677,510,0,952369,153,179195.0,238926,NY,Region A,Rochester,NY,39014.0
2650,282300,saint john's university,NY,114391343,Private/Non-Profit,850,2075503.0,2052510,580,0,1527296,805,1157588.0,1778965,MN,Regions 5 and 6,Collegeville,MN,46397.0
2650,282300,saint john's university,NY,114391343,Private/Non-Profit,850,2075503.0,2052510,580,0,1527296,805,1157588.0,1778965,NY,Region A,Queens,NY,50233.0
2651,282500,saint joseph's college,NY,112053688,Private/Non-Profit,172,238402.0,358567,36,0,108267,403,158520.0,209316,IN,West,Rensselaer,IN,37135.0
2651,282500,saint joseph's college,NY,112053688,Private/Non-Profit,172,238402.0,358567,36,0,108267,403,158520.0,209316,ME,Midcoast,Standish,ME,43119.0
2651,282500,saint joseph's college,NY,112053688,Private/Non-Profit,172,238402.0,358567,36,0,108267,403,158520.0,209316,NY,Region A,Brooklyn,NY,25290.0
2653,283200,saint thomas aquinas college,NY,109761050,Private/Non-Profit,119,64713.0,135872,26,0,93000,62,43043.0,60000,NY,Region A,Sparkill,NY,36823.0
2654,2614900,sanford-brown institute,NY,106042910,Proprietary,16,46491.0,43753,0,0,0,62,64937.0,91800,FL,Circuit 1,Tampa,FL,21842.0
2654,2614900,sanford-brown institute,NY,106042910,Proprietary,16,46491.0,43753,0,0,0,62,64937.0,91800,FL,Circuit 1,Fort Lauderdale,FL,23083.0
2654,2614900,sanford-brown institute,NY,106042910,Proprietary,16,46491.0,43753,0,0,0,62,64937.0,91800,FL,Circuit 1,Jacksonville,FL,23256.0
2654,2614900,sanford-brown institute,NY,106042910,Proprietary,16,46491.0,43753,0,0,0,62,64937.0,91800,FL,Circuit 1,Orlando,FL,22272.0
