,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
3005,325200,delaware valley university,PA,189012697,Private/Non-Profit,170,155580,206009,180,0,227200,206,113129,136750,PA,"Regions 19, 26, 28, and 42",Doylestown,PA,46333
3006,398600,desales university,PA,180349568,Private/Non-Profit,477,211854,526646,48,0,92167,125,123451,175121,PA,"Regions 19, 26, 28, and 42",Center Valley,PA,46691
3007,325300,dickinson college,PA,170132896,Private/Non-Profit,587,280015,662494,376,0,634609,267,197759,263679,PA,"Regions 19, 26, 28, and 42",Carlisle,PA,60109
3008,2068300,douglas education center,PA,150621097,Proprietary,16,16705,16234,0,0,0,27,20569,32887,PA,Region 36 (Philadelphia),Monessen,PA,31829
3009,325600,drexel university,PA,191042875,Private/Non-Profit,1383,2544382,2305025,2201,0,2293079,1557,1059791,2081603,PA,"Regions 19, 26, 28, and 42",Philadelphia,PA,56402
3011,332000,east stroudsburg university of pennsylvania,PA,183012999,Public,243,275874,363424,108,0,258704,441,195865,271529,PA,"Regions 7, 13, 20, and 33",East Stroudsburg,PA,21947
3012,325900,eastern university,PA,190873696,Private/Non-Profit,354,332457,369844,85,0,82500,503,175812,233750,PA,"Regions 19, 26, 28, and 42",Saint Davids,PA,40966
3013,332100,edinboro university of pennsylvania,PA,164440001,Public,343,304904,466107,38,0,120325,660,185988,253474,PA,"Regions 7, 13, 20, and 33",Edinboro,PA,20026
3014,326200,elizabethtown college,PA,170222298,Private/Non-Profit,465,209108,380434,327,0,320000,326,162455,220067,PA,"Regions 19, 26, 28, and 42",Elizabethtown,PA,49314
3016,2203900,erie institute of technology,PA,165651002,Proprietary,0,0,0,0,0,0,95,18198,24264,PA,Region 36 (Philadelphia),Erie,PA,23229
3017,709100,everest institute,PA,152221320,Private/Non-Profit,10,64138,24599,0,0,0,30,98257,16200,NY,Region B,Rochester,NY,17277
3017,709100,everest institute,PA,152221320,Private/Non-Profit,10,64138,24599,0,0,0,30,98257,16200,PA,"Regions 19, 26, 28, and 42",Pittsburgh,PA,24225
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,FL,Circuit 13 (Hillsborough),Palm Springs,FL,34073
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,FL,Circuit 13 (Hillsborough),Port Saint Lucie,FL,38165
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,FL,Circuit 13 (Hillsborough),Miami,FL,25972
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,FL,Circuit 13 (Hillsborough),Pensacola,FL,24165
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,TN,Region 3,Cookeville,TN,26428
3018,3010800,fortis institute,PA,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,TN,Region 3,Nashville,TN,30923
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,FL,Circuit 13 (Hillsborough),Palm Springs,FL,34073
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,FL,Circuit 13 (Hillsborough),Port Saint Lucie,FL,38165
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,FL,Circuit 13 (Hillsborough),Miami,FL,25972
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,FL,Circuit 13 (Hillsborough),Pensacola,FL,24165
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,TN,Region 3,Cookeville,TN,26428
3019,3011500,fortis institute,PA,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,TN,Region 3,Nashville,TN,30923
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,FL,Circuit 13 (Hillsborough),Palm Springs,FL,34073
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,FL,Circuit 13 (Hillsborough),Port Saint Lucie,FL,38165
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,FL,Circuit 13 (Hillsborough),Miami,FL,25972
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,FL,Circuit 13 (Hillsborough),Pensacola,FL,24165
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Erie,PA,26074
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Forty Fort,PA,22518
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,PA,"Regions 4, 11, 37, and 49",Scranton,PA,35172
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,TN,Region 3,Cookeville,TN,26428
3020,3011600,fortis institute,PA,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,TN,Region 3,Nashville,TN,30923
3021,326500,franklin & marshall college,PA,176032802,Private/Non-Profit,622,270581,678909,386,0,379376,425,203049,262071,PA,"Regions 19, 26, 28, and 42",Lancaster,PA,60765
3022,326600,gannon university,PA,165410001,Private/Non-Profit,391,513235,699436,62,0,193000,109,269846,359795,PA,"Regions 19, 26, 28, and 42",Erie,PA,38895
3023,326700,geneva college,PA,150103599,Private/Non-Profit,169,156338,156339,269,0,262668,384,159994,265437,PA,"Regions 19, 26, 28, and 42",Beaver Falls,PA,35261
3024,326800,gettysburg college,PA,173251486,Private/Non-Profit,365,249956,330656,40,0,77500,391,267306,356408,PA,"Regions 19, 26, 28, and 42",Gettysburg,PA,58320
3026,327000,gwynedd mercy university,PA,194370901,Private/Non-Profit,169,161776,161192,31,0,78800,150,122068,214540,PA,"Regions 19, 26, 28, and 42",Gwynedd Valley,PA,41758
3027,327200,harcum college,PA,190103476,Private/Non-Profit,148,107949,121443,35,0,120064,185,142520,190027,PA,"Regions 19, 26, 28, and 42",Bryn Mawr,PA,34214
3028,327300,harrisburg area community college,PA,171102999,Public,236,494317,491862,0,0,0,1515,512468,459800,PA,"Regions 19, 26, 28, and 42",Harrisburg,PA,14305
3029,3948300,harrisburg university of science and technology,PA,171012116,Private/Non-Profit,22,11820,18333,0,0,0,10,13691,18719,PA,"Regions 4, 11, 37, and 49",Harrisburg,PA,27300
3030,327400,haverford college,PA,190411392,Private/Non-Profit,271,105031,308831,0,0,0,48,116698,188606,PA,"Regions 19, 26, 28, and 42",Haverford,PA,61898
3031,327500,holy family university,PA,191142094,Private/Non-Profit,153,164841,138925,195,0,190585,83,100861,202831,PA,"Regions 19, 26, 28, and 42",Philadelphia,PA,32954
3033,327600,immaculata university,PA,193450647,Private/Non-Profit,239,181635,229314,59,0,77300,198,106706,143456,PA,"Regions 19, 26, 28, and 42",Immaculata,PA,47048
3034,327700,indiana university of pennsylvania,PA,157051097,Public,998,1426757,1911179,1559,0,1311798,1508,736991,982655,PA,"Regions 19, 26, 28, and 42",Indiana,PA,22692
3036,3103300,jna institute of culinary arts,PA,191463119,Proprietary,0,0,0,0,0,0,26,16906,20909,PA,"Regions 4, 11, 37, and 49",Philadelphia,PA,22587
3037,2114200,johnson college,PA,185081495,Private/Non-Profit,26,25788,29457,0,0,0,98,26408,43807,PA,Region 36 (Philadelphia),Scranton,PA,24846
3038,327900,juniata college,PA,166522196,Private/Non-Profit,312,151538,146870,68,0,115250,124,141263,238863,PA,"Regions 19, 26, 28, and 42",Huntingdon,PA,49098
3039,328000,keystone college,PA,184400200,Private/Non-Profit,128,114024,153710,0,0,0,163,123626,153710,PA,"Regions 19, 26, 28, and 42",La Plume,PA,32907
3041,328200,kings college,PA,187110801,Private/Non-Profit,336,280763,369204,222,0,245333,228,205637,279330,PA,"Regions 19, 26, 28, and 42",Wilkes-Barre,PA,42856
3042,332200,kutztown university of pennsylvania,PA,195309339,Public,388,268491,317863,341,0,623000,555,217313,336167,PA,"Regions 7, 13, 20, and 33",Kutztown,PA,23383
3044,328700,la salle university,PA,191411199,Private/Non-Profit,386,557166,441851,782,0,660500,549,348260,649069,PA,"Regions 19, 26, 28, and 42",Philadelphia,PA,48965
3045,328300,lackawanna college,PA,185099961,Private/Non-Profit,80,61277,65183,0,0,0,249,62609,62609,PA,"Regions 19, 26, 28, and 42",Scranton,PA,22447
3046,328400,lafayette college,PA,180421768,Private/Non-Profit,287,178359,282610,261,0,379000,59,173033,230711,PA,"Regions 19, 26, 28, and 42",Easton,PA,59750
3047,328500,lancaster bible college,PA,176015036,Private/Non-Profit,87,78234,104312,5,0,14500,136,55473,73964,PA,"Regions 19, 26, 28, and 42",Lancaster,PA,28517
3049,2546200,laurel business institute,PA,154010877,Proprietary,21,15133,13437,0,0,0,35,25832,36915,PA,"Regions 5, 18, 23, 24, and 46",Uniontown,PA,12917
3050,2092500,laurel technical institute,PA,161463843,Proprietary,28,21518,16317,0,0,0,49,27106,40476,PA,Region 36 (Philadelphia),Sharon,PA,14342
3050,2092500,laurel technical institute,PA,161463843,Proprietary,28,21518,16317,0,0,0,49,27106,40476,PA,Region 36 (Philadelphia),MEADVILLE,PA,13619
3051,328800,lebanon valley college,PA,170031400,Private/Non-Profit,443,180127,240169,180,0,420613,34,130198,173597,PA,"Regions 19, 26, 28, and 42",Annville,PA,47570
3052,681000,lehigh carbon community college,PA,180782598,Public,62,115000,104255,0,0,0,569,120000,126900,PA,Region 1 (Allegheny),Schnecksville,PA,9011
3053,328900,lehigh university,PA,180151588,Private/Non-Profit,976,440167,1208416,159,0,227602,95,385055,496000,PA,"Regions 19, 26, 28, and 42",Bethlehem,PA,57043
3054,329000,lincoln university,PA,193520999,Public,136,279204,209403,89,0,169960,348,390568,460369,MO,Eastern (excluding St. Louis),Jefferson City,MO,15202
3054,329000,lincoln university,PA,193520999,Public,136,279204,209403,89,0,169960,348,390568,460369,PA,"Regions 19, 26, 28, and 42",Lincoln University,PA,23239
3057,681100,luzerne county community college,PA,186343899,Public,95,124791,106611,0,0,0,374,148207,144463,PA,Region 1 (Allegheny),Nanticoke,PA,11020
3058,329300,lycoming college,PA,177015192,Private/Non-Profit,209,132228,157564,125,0,199100,159,118173,157564,PA,Regions 29 and 34,Williamsport,PA,45746
3059,329400,manor college,PA,190463399,Private/Non-Profit,25,35449,32166,0,0,0,84,41847,55796,PA,Regions 29 and 34,Jenkintown,PA,23097
3060,332400,mansfield university of pennsylvania,PA,169331123,Public,173,136704,174554,205,0,316520,279,96467,92825,PA,Region 36 (Philadelphia),Mansfield,PA,20711
3061,329600,marywood university,PA,185091598,Private/Non-Profit,192,308018,196100,173,0,357365,202,149362,230158,PA,Regions 29 and 34,Scranton,PA,43586
3062,489800,mccann school of business & technology,PA,179011335,Proprietary,91,131122,161084,0,0,0,0,0,0,PA,Region 1 (Allegheny),Pottsville,PA,22934
3063,329700,mercyhurst university,PA,165460001,Private/Non-Profit,502,320817,446246,69,0,196682,134,203813,204661,PA,Regions 29 and 34,Erie,PA,43351
3063,329700,mercyhurst university,PA,165460001,Private/Non-Profit,502,320817,446246,69,0,196682,134,203813,204661,PA,Regions 29 and 34,North East,PA,24204
3064,329800,messiah college,PA,170550000,Private/Non-Profit,872,346715,1065970,339,0,455890,249,172508,230011,PA,Regions 29 and 34,Mechanicsburg,PA,42624
3066,332500,millersville university of pennsylvania,PA,175511800,Public,199,216402,296344,41,0,108000,203,177875,237167,PA,Region 36 (Philadelphia),Millersville,PA,20437
3068,445200,montgomery county community college,PA,194226300,Public,47,202696,140758,0,0,0,728,205675,341799,PA,Region 1 (Allegheny),Blue Bell,PA,11798
3069,330000,moore college of art and design,PA,191031190,Private/Non-Profit,129,112449,159992,25,0,116510,58,109652,146202,PA,Regions 29 and 34,Philadelphia,PA,49020
3070,330100,moravian college,PA,180186650,Private/Non-Profit,574,162145,616505,269,0,291450,257,125417,189750,PA,Regions 29 and 34,Bethlehem,PA,47447
3071,330200,mount aloysius college,PA,166301999,Private/Non-Profit,253,173340,298464,61,0,87700,258,231831,229593,PA,Regions 29 and 34,Cresson,PA,32332
3072,330400,muhlenberg college,PA,181045586,Private/Non-Profit,244,180585,225731,59,0,102000,55,169805,212256,PA,Regions 29 and 34,Allentown,PA,55200
3073,398800,neumann university,PA,190141298,Private/Non-Profit,273,151264,281220,0,0,0,251,86214,86214,PA,"Regions 19, 26, 28, and 42",Aston,PA,38072
3075,719100,northampton county area community college,PA,180207599,Public,236,275314,340771,4,0,3000,853,269148,330279,PA,"Regions 19, 26, 28, and 42",Bethlehem,PA,10924
3076,2161400,northeastern hospital school of nursing,PA,191344497,Private/Non-Profit,0,5616,0,0,0,0,11,6183,8244,PA,Region 36 (Philadelphia),Pittsburgh,PA,16969
3078,330900,peirce college,PA,191024699,Private/Non-Profit,47,151092,145471,0,0,0,167,184586,140264,PA," Regions 10, 15, 35, 45, and 47",Philadelphia,PA,19083
3079,490200,penn commercial business/technical school,PA,153012871,Proprietary,6,11183,6124,0,0,0,42,27836,42651,PA,Region 1 (Allegheny),Washington,PA,29153
3081,2107300,pennsylvania academy of the fine arts,PA,191021424,Private/Non-Profit,51,47773,78857,0,0,0,40,24933,25750,PA,Region 36 (Philadelphia),Philadelphia,PA,45725
3082,2269900,pennsylvania college of art & design,PA,176033528,Private/Non-Profit,13,13975,17469,0,0,0,67,10154,12693,PA,Region 36 (Philadelphia),Lancaster,PA,28564
3083,986300,pennsylvania college of health sciences,PA,176015871,Private/Non-Profit,0,0,0,0,0,0,23,40000,53333,PA,"Regions 19, 26, 28, and 42",Lancaster,PA,27726
3084,339500,pennsylvania college of technology,PA,177015779,Public,120,235704,196581,0,0,0,214,250792,346945,PA,"Regions 19, 26, 28, and 42",Williamsport,PA,28216
3085,3180400,pennsylvania highlands community college,PA,159042949,Public,23,45000,23527,0,0,0,270,57049,67700,PA,"Regions 4, 11, 37, and 49",Johnstown,PA,8333
3086,1099800,pennsylvania institute of technology,PA,190634098,Private/Non-Profit,23,47661,47661,0,0,0,188,59470,59470,PA,"Regions 19, 26, 28, and 42",Media,PA,18460
3086,1099800,pennsylvania institute of technology,PA,190634098,Private/Non-Profit,23,47661,47661,0,0,0,188,59470,59470,PA,"Regions 19, 26, 28, and 42",Mount Braddock,PA,20077
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Erie,PA,28674
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),New Kensington,PA,20140
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Sharon,PA,21818
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Lehman,PA,21102
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Dunmore,PA,20069
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Center Valley,PA,19896
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Altoona,PA,28799
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Monaca,PA,23197
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Reading,PA,27877
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Middletown,PA,27487
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Media,PA,19966
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),DuBois,PA,21000
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Lemont Furnace,PA,20148
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Hazleton,PA,26567
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),University Park,PA,33326
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),McKeesport,PA,24564
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Mont Alto,PA,26224
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Abington,PA,19724
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),Schuylkill Haven,PA,23930
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),York,PA,19907
3087,332900,pennsylvania state university (the),PA,168021503,Public,2031,5109035,4642223,2284,0,6837726,4599,3162343,5919124,PA,Region 36 (Philadelphia),University Park,PA,26905
3091,2202300,pittsburgh career institute,PA,152191907,Proprietary,5,4563,6989,0,0,0,120,22457,33884,PA,Region 36 (Philadelphia),Pittsburgh,PA,20972
3092,1081400,pittsburgh institute of mortuary science,PA,152063706,Private/Non-Profit,0,0,0,0,0,0,42,7570,9735,PA,"Regions 19, 26, 28, and 42",West Mifflin,PA,32451
3094,335700,point park university,PA,152221912,Private/Non-Profit,296,347664,448119,228,0,204345,338,255535,301625,PA,Region 36 (Philadelphia),Pittsburgh,PA,38106
3095,2301300,prism career institute,PA,190822448,Proprietary,0,0,0,0,0,0,19,34237,15790,PA,"Regions 5, 18, 23, 24, and 46",Upper Darby,PA,39119
3095,2301300,prism career institute,PA,190822448,Proprietary,0,0,0,0,0,0,19,34237,15790,PA,"Regions 5, 18, 23, 24, and 46",Upper Darby,PA,39119
3096,2558700,prism career institute,PA,191522923,Proprietary,0,0,0,0,0,0,253,38676,48987,PA,"Regions 5, 18, 23, 24, and 46",Upper Darby,PA,39119
3096,2558700,prism career institute,PA,191522923,Proprietary,0,0,0,0,0,0,253,38676,48987,PA,"Regions 5, 18, 23, 24, and 46",Upper Darby,PA,39119
3097,1038800,reading area community college,PA,196031706,Public,145,192723,472620,0,0,0,319,220592,205766,PA,"Regions 19, 26, 28, and 42",Reading,PA,14381
3098,335900,robert morris university,PA,151081189,Private/Non-Profit,274,386306,390419,88,0,163150,163,236142,236142,PA,Region 36 (Philadelphia),Moon Township,PA,39552
3099,1205000,rosedale technical college,PA,152059719,Private/Non-Profit,21,22152,28941,0,0,0,440,187361,234201,PA,"Regions 19, 26, 28, and 42",Pittsburgh,PA,29112
3100,336000,rosemont college,PA,190101699,Private/Non-Profit,93,103982,106132,29,0,67035,66,60017,60017,PA,Region 36 (Philadelphia),Rosemont,PA,45736
3101,336400,saint charles borromeo seminary,PA,190963016,Private/Non-Profit,0,0,0,0,0,0,7,5703,7604,PA,Region 36 (Philadelphia),Wynnewood,PA,37150
3102,336600,saint francis university,PA,159400600,Private/Non-Profit,409,284594,379458,58,0,200735,75,136923,182564,PA,Region 36 (Philadelphia),Loretto,PA,44190
3103,336700,saint joseph's university,PA,191311395,Private/Non-Profit,733,757780,834513,0,0,0,491,387726,640775,PA,Region 36 (Philadelphia),Philadelphia,PA,54432
3107,336200,seton hill university,PA,156011599,Private/Non-Profit,372,213847,529486,81,0,151000,421,269567,359423,PA,Region 36 (Philadelphia),Greensburg,PA,42513
3108,332600,shippensburg university of pennsylvania,PA,172572299,Public,191,193569,274305,365,0,491859,377,142830,190145,PA,Region 36 (Philadelphia),Shippensburg,PA,23152
3108,332600,shippensburg university of pennsylvania,PA,172572299,Public,191,193569,274305,365,0,491859,377,142830,190145,PA,Region 36 (Philadelphia),Slippery Rock,PA,21741
3110,336900,susquehanna university,PA,178701001,Private/Non-Profit,708,232710,795574,86,0,277588,100,202219,269625,PA,Region 36 (Philadelphia),Selinsgrove,PA,51134
3111,337000,swarthmore college,PA,190811390,Private/Non-Profit,309,235684,408701,1,0,4000,68,202311,269748,PA,Region 36 (Philadelphia),Swarthmore,PA,60671
3112,1252300,talmudical yeshiva of philadelphia,PA,191311296,Private/Non-Profit,30,24142,19806,0,0,0,32,31750,50059,PA,Region 36 (Philadelphia),Philadelphia,PA,18650
3113,337100,temple university,PA,191226003,Public,1979,3059227,2966803,2378,0,7151719,2094,1313327,2418833,PA,Region 36 (Philadelphia),Philadelphia,PA,27202
3114,791200,thaddeus stevens college of technology,PA,176023198,Public,0,0,0,0,0,0,8,29854,39805,PA,"Regions 19, 26, 28, and 42",Lancaster,PA,14646
3115,337600,thiel college,PA,161252181,Private/Non-Profit,74,100084,133445,170,0,180425,158,81803,169325,PA,Region 36 (Philadelphia),Greenville,PA,40841
3117,783900,triangle tech,PA,152143897,Proprietary,19,60000,60988,0,0,0,184,92740,152000,PA,"Regions 19, 26, 28, and 42",Erie,PA,25488
3117,783900,triangle tech,PA,152143897,Proprietary,19,60000,60988,0,0,0,184,92740,152000,PA,"Regions 19, 26, 28, and 42",Pittsburgh,PA,26394
3117,783900,triangle tech,PA,152143897,Proprietary,19,60000,60988,0,0,0,184,92740,152000,PA,"Regions 19, 26, 28, and 42",Greensburg,PA,22800
3117,783900,triangle tech,PA,152143897,Proprietary,19,60000,60988,0,0,0,184,92740,152000,PA,"Regions 19, 26, 28, and 42",Falls Creek,PA,26165
3117,783900,triangle tech,PA,152143897,Proprietary,19,60000,60988,0,0,0,184,92740,152000,PA,"Regions 19, 26, 28, and 42",Sunbury,PA,25026
3117,783900,triangle tech,PA,152143897,Proprietary,19,60000,60988,0,0,0,184,92740,152000,PA,"Regions 19, 26, 28, and 42",Bethlehem,PA,26562
3118,337800,university of pennsylvania,PA,191046216,Private/Non-Profit,3071,4072543,4361723,2272,0,12299620,1140,2411799,4366213,PA,Region 36 (Philadelphia),Philadelphia,PA,61800
3118,337800,university of pennsylvania,PA,191046216,Private/Non-Profit,3071,4072543,4361723,2272,0,12299620,1140,2411799,4366213,PA,Region 36 (Philadelphia),Ft. Washington,PA,30888
3118,337800,university of pennsylvania,PA,191046216,Private/Non-Profit,3071,4072543,4361723,2272,0,12299620,1140,2411799,4366213,PA,Region 36 (Philadelphia),Philadelphia,PA,23148
3119,337900,university of pittsburgh - pittsburgh,PA,152600001,Public,1634,2530217,2839470,3818,0,6840430,2508,1301375,1688298,PA,Region 36 (Philadelphia),Bradford,PA,24809
3119,337900,university of pittsburgh - pittsburgh,PA,152600001,Public,1634,2530217,2839470,3818,0,6840430,2508,1301375,1688298,PA,Region 36 (Philadelphia),Greensburg,PA,23352
